gene	organism	chromosome	start	end
Bra014418	Brassica rapa	A04	514254	515186	C
Bra014419	Brassica rapa	A04	524777	527525	C
Bra031112	Brassica rapa	A09	34169221	34170372	C
Bra031113	Brassica rapa	A09	34164409	34168738	C
Bra031110	Brassica rapa	A09	34187544	34189531	C
Bra031111	Brassica rapa	A09	34172895	34176135	C
Bra031116	Brassica rapa	A09	34142048	34144766	C
Bra031117	Brassica rapa	A09	34138266	34140932	C
Bra031114	Brassica rapa	A09	34159729	34161926	C
Bra031115	Brassica rapa	A09	34155724	34158927	C
Bra031118	Brassica rapa	A09	34137261	34137666	C
Bra031119	Brassica rapa	A09	34135629	34136282	C
Bra005717	Brassica rapa	A03	258197	265539	C
Bra005716	Brassica rapa	A03	255350	257092	C
Bra005715	Brassica rapa	A03	254216	255082	C
Bra005714	Brassica rapa	A03	252367	253876	C
Bra005713	Brassica rapa	A03	247179	249257	C
Bra005712	Brassica rapa	A03	234452	237012	C
Bra005711	Brassica rapa	A03	228824	229641	C
Bra005710	Brassica rapa	A03	225330	227436	C
Bra037271	Brassica rapa	A09	5238879	5240592	C
Bra005719	Brassica rapa	A03	272234	275063	C
Bra005718	Brassica rapa	A03	266573	268796	C
Bra007719	Brassica rapa	A09	32038563	32040650	C
Bra007718	Brassica rapa	A09	32036204	32036512	C
Bra007715	Brassica rapa	A09	32024759	32025353	C
Bra007714	Brassica rapa	A09	32023316	32023624	C
Bra007717	Brassica rapa	A09	32033330	32034064	C
Bra007716	Brassica rapa	A09	32028939	32030014	C
Bra007711	Brassica rapa	A09	32018132	32019145	C
Bra007710	Brassica rapa	A09	32013012	32014349	C
Bra007713	Brassica rapa	A09	32022477	32023016	C
Bra007712	Brassica rapa	A09	32019479	32022062	C
Bra039679	Brassica rapa	A06	579377	582552	C
Bra039678	Brassica rapa	A06	583269	584635	C
Bra011024	Brassica rapa	A01	4366474	4366815	C
Bra011025	Brassica rapa	A01	4358105	4359462	C
Bra011026	Brassica rapa	A01	4355162	4357104	C
Bra021962	Brassica rapa	A02	17597732	17600638	C
Bra021963	Brassica rapa	A02	17602261	17602939	C
Bra021960	Brassica rapa	A02	17576250	17577495	C
Bra011027	Brassica rapa	A01	4352732	4354677	C
Bra021966	Brassica rapa	A02	17624449	17625641	C
Bra021967	Brassica rapa	A02	17674504	17679235	C
Bra021964	Brassica rapa	A02	17603552	17605962	C
Bra021965	Brassica rapa	A02	17618992	17620825	C
Bra011020	Brassica rapa	A08	16831387	16833243	C
Bra021968	Brassica rapa	A02	17682952	17683422	C
Bra021969	Brassica rapa	A02	17686466	17689106	C
Bra011021	Brassica rapa	A08	16841217	16844950	C
Bra011022	Brassica rapa	A08	16848091	16850120	C
Bra036629	Brassica rapa	A09	2501100	2502603	C
Bra011023	Brassica rapa	A08	16851307	16854219	C
Bra036628	Brassica rapa	A09	2505633	2510967	C
Bra030186	Brassica rapa	A07	8032158	8033977	C
Bra024001	Brassica rapa	A03	28355539	28356114	C
Bra037989	Brassica rapa	A06	266118	267573	C
Bra029401	Brassica rapa	A02	24842413	24847244	C
Bra029400	Brassica rapa	A02	24848223	24850738	C
Bra030187	Brassica rapa	A07	8025211	8027280	C
Bra029403	Brassica rapa	A02	24832923	24833648	C
Bra029402	Brassica rapa	A02	24839169	24842125	C
Bra037988	Brassica rapa	A06	274382	275691	C
Bra029404	Brassica rapa	A02	24825575	24826145	C
Bra029407	Brassica rapa	A02	24790897	24792936	C
Bra022938	Brassica rapa	A03	7871232	7872735	C
Bra029406	Brassica rapa	A02	24793161	24796836	C
Bra022939	Brassica rapa	A03	7874429	7878886	C
Bra022934	Brassica rapa	A03	7847134	7848364	C
Bra022935	Brassica rapa	A03	7861307	7862949	C
Bra022936	Brassica rapa	A03	7863546	7865156	C
Bra022937	Brassica rapa	A03	7867379	7867941	C
Bra022930	Brassica rapa	A03	7827666	7828763	C
Bra022931	Brassica rapa	A03	7830026	7833137	C
Bra024114	Brassica rapa	A03	27569246	27569746	C
Bra022932	Brassica rapa	A03	7833738	7834155	C
Bra024115	Brassica rapa	A03	27556997	27558497	C
Bra022933	Brassica rapa	A03	7845319	7846563	C
Bra024116	Brassica rapa	A03	27547309	27547512	C
Bra024117	Brassica rapa	A03	27526689	27533594	C
Bra024110	Brassica rapa	A03	27585563	27586199	C
Bra024111	Brassica rapa	A03	27579554	27581767	C
Bra024112	Brassica rapa	A03	27574910	27578380	C
Bra036508	Brassica rapa	A07	13172	13684	C
Bra024113	Brassica rapa	A03	27570587	27570859	C
Bra022228	Brassica rapa	A05	19658058	19659245	C
Bra022229	Brassica rapa	A05	19649069	19650861	C
Bra022224	Brassica rapa	A05	19672448	19673185	C
Bra022225	Brassica rapa	A05	19664750	19665196	C
Bra022226	Brassica rapa	A05	19662114	19663194	C
Bra022227	Brassica rapa	A05	19660494	19661414	C
Bra022220	Brassica rapa	A05	19713145	19714743	C
Bra022221	Brassica rapa	A05	19694437	19695333	C
Bra022222	Brassica rapa	A05	19677639	19677887	C
Bra022223	Brassica rapa	A05	19673742	19675714	C
Bra030180	Brassica rapa	A07	8118876	8119530	C
Bra036509	Brassica rapa	A07	6260	6685	C
Bra036621	Brassica rapa	A09	2532287	2534792	C
Bra030181	Brassica rapa	A07	8117669	8118472	C
Bra035237	Brassica rapa	A09	16752872	16754194	C
Bra039325	Brassica rapa	A04	18719589	18722334	C
Bra037479	Brassica rapa	A06	20277843	20279353	C
Bra037478	Brassica rapa	A06	20273381	20275736	C
Bra036620	Brassica rapa	A09	2535714	2539052	C
Bra037473	Brassica rapa	A06	20255413	20256938	C
Bra037472	Brassica rapa	A06	20251236	20253764	C
Bra037471	Brassica rapa	A06	20249214	20250085	C
Bra037470	Brassica rapa	A06	20245092	20246919	C
Bra037477	Brassica rapa	A06	20267175	20269970	C
Bra037476	Brassica rapa	A06	20263880	20265109	C
Bra037475	Brassica rapa	A06	20261919	20263465	C
Bra037474	Brassica rapa	A06	20257935	20260107	C
Bra039326	Brassica rapa	A04	18716431	18718602	C
Bra039321	Brassica rapa	A04	18742656	18744796	C
Bra034132	Brassica rapa	A01	24833808	24836184	C
Bra039323	Brassica rapa	A04	18731397	18734719	C
Bra039322	Brassica rapa	A04	18737750	18740531	C
Bra027478	Brassica rapa	A09	11099742	11101206	C
Bra027479	Brassica rapa	A09	11113396	11114380	C
Bra027472	Brassica rapa	A09	11052915	11055435	C
Bra027473	Brassica rapa	A09	11061166	11062239	C
Bra027470	Brassica rapa	A09	11028139	11029333	C
Bra027471	Brassica rapa	A09	11030898	11031368	C
Bra027476	Brassica rapa	A09	11077919	11081316	C
Bra027477	Brassica rapa	A09	11084894	11087568	C
Bra027474	Brassica rapa	A09	11065940	11069816	C
Bra027475	Brassica rapa	A09	11070174	11070470	C
Bra010764	Brassica rapa	A08	15526041	15528107	C
Bra010765	Brassica rapa	A08	15528555	15529692	C
Bra010766	Brassica rapa	A08	15530186	15535683	C
Bra010767	Brassica rapa	A08	15536953	15541334	C
Bra010760	Brassica rapa	A08	15511187	15512163	C
Bra010761	Brassica rapa	A08	15513299	15516106	C
Bra010762	Brassica rapa	A08	15516839	15519192	C
Bra010763	Brassica rapa	A08	15520495	15523243	C
Bra040178	Brassica rapa	A01	4517316	4518646	C
Bra010768	Brassica rapa	A08	15541534	15542893	C
Bra010769	Brassica rapa	A08	15543818	15543997	C
Bra040179	Brassica rapa	A01	4519252	4520653	C
Bra023579	Brassica rapa	A02	3003366	3004393	C
Bra023578	Brassica rapa	A02	2984626	2996249	C
Bra023577	Brassica rapa	A02	2980787	2983825	C
Bra023576	Brassica rapa	A02	2974104	2974709	C
Bra023575	Brassica rapa	A02	2969221	2971347	C
Bra023574	Brassica rapa	A02	2961805	2963926	C
Bra023573	Brassica rapa	A02	2952006	2954352	C
Bra023572	Brassica rapa	A02	2935899	2936881	C
Bra023571	Brassica rapa	A02	2934679	2934999	C
Bra023570	Brassica rapa	A02	2932212	2943245	C
Bra036708	Brassica rapa	A09	5916125	5918558	C
Bra036709	Brassica rapa	A09	5914701	5915327	C
Bra036702	Brassica rapa	A09	5954032	5954819	C
Bra036703	Brassica rapa	A09	5949618	5952361	C
Bra036700	Brassica rapa	A09	5965080	5966191	C
Bra036701	Brassica rapa	A09	5955829	5958544	C
Bra036706	Brassica rapa	A09	5934921	5935868	C
Bra036707	Brassica rapa	A09	5924764	5925849	C
Bra036704	Brassica rapa	A09	5944701	5945918	C
Bra036705	Brassica rapa	A09	5936461	5937786	C
Bra036500	Brassica rapa	A07	53366	54465	C
Bra020178	Brassica rapa	A02	4402153	4402641	C
Bra020179	Brassica rapa	A02	4403417	4404229	C
Bra020176	Brassica rapa	A02	4398083	4399578	C
Bra020177	Brassica rapa	A02	4400553	4401371	C
Bra020174	Brassica rapa	A02	4392082	4393910	C
Bra020175	Brassica rapa	A02	4394979	4396790	C
Bra020172	Brassica rapa	A02	4383340	4385433	C
Bra020173	Brassica rapa	A02	4390218	4390782	C
Bra020170	Brassica rapa	A02	4358702	4361179	C
Bra020171	Brassica rapa	A02	4362281	4363600	C
Bra036501	Brassica rapa	A07	42612	44559	C
Bra017237	Brassica rapa	A04	15947157	15949678	C
Bra017236	Brassica rapa	A04	15950832	15952453	C
Bra017235	Brassica rapa	A04	15956612	15957151	C
Bra017234	Brassica rapa	A04	15959627	15962382	C
Bra017233	Brassica rapa	A04	15963675	15971588	C
Bra017232	Brassica rapa	A04	15974273	15975919	C
Bra017231	Brassica rapa	A04	15976705	15979589	C
Bra017230	Brassica rapa	A04	15981108	15982293	C
Bra017239	Brassica rapa	A04	15933362	15934031	C
Bra017238	Brassica rapa	A04	15938609	15939575	C
Bra011969	Brassica rapa	A07	13102482	13104156	C
Bra011968	Brassica rapa	A07	13107467	13108926	C
Bra011965	Brassica rapa	A07	13117163	13118848	C
Bra011964	Brassica rapa	A07	13124336	13131734	C
Bra011967	Brassica rapa	A07	13111137	13111934	C
Bra011966	Brassica rapa	A07	13113175	13115101	C
Bra011961	Brassica rapa	A07	13165186	13167326	C
Bra011960	Brassica rapa	A07	13168245	13169746	C
Bra011963	Brassica rapa	A07	13141306	13144346	C
Bra011962	Brassica rapa	A07	13156558	13160081	C
Bra013506	Brassica rapa	A01	6029808	6031709	C
Bra019529	Brassica rapa	A06	12950402	12950647	C
Bra019528	Brassica rapa	A06	12946305	12949770	C
Bra020798	Brassica rapa	A05	24164842	24165587	C
Bra020799	Brassica rapa	A05	24166545	24167157	C
Bra020792	Brassica rapa	A05	24143860	24144432	C
Bra020793	Brassica rapa	A05	24146141	24151111	C
Bra020790	Brassica rapa	A05	24137590	24140574	C
Bra020791	Brassica rapa	A05	24141383	24142093	C
Bra020796	Brassica rapa	A05	24160316	24162264	C
Bra020797	Brassica rapa	A05	24163608	24163934	C
Bra020794	Brassica rapa	A05	24152339	24154368	C
Bra020795	Brassica rapa	A05	24157889	24158624	C
Bra013444	Brassica rapa	A01	5699808	5701643	C
Bra013445	Brassica rapa	A01	5704737	5707907	C
Bra013446	Brassica rapa	A01	5711798	5715285	C
Bra013447	Brassica rapa	A01	5721723	5725936	C
Bra013440	Brassica rapa	A01	5682598	5683476	C
Bra013441	Brassica rapa	A01	5683568	5685097	C
Bra013442	Brassica rapa	A01	5687330	5689437	C
Bra013443	Brassica rapa	A01	5694578	5699010	C
Bra013448	Brassica rapa	A01	5732470	5733645	C
Bra013449	Brassica rapa	A01	5734491	5737367	C
Bra021221	Brassica rapa	A01	22451974	22452498	C
Bra021220	Brassica rapa	A01	22455277	22456214	C
Bra021223	Brassica rapa	A01	22415028	22416227	C
Bra021222	Brassica rapa	A01	22435779	22436761	C
Bra021225	Brassica rapa	A01	22407360	22407911	C
Bra021224	Brassica rapa	A01	22411434	22412146	C
Bra021227	Brassica rapa	A01	22394216	22395339	C
Bra021226	Brassica rapa	A01	22405869	22406471	C
Bra021229	Brassica rapa	A01	22387301	22388568	C
Bra021228	Brassica rapa	A01	22392188	22392927	C
Bra002370	Brassica rapa	A10	10079753	10080855	C
Bra004569	Brassica rapa	A05	832051	832790	C
Bra002371	Brassica rapa	A10	10061398	10064457	C
Bra019522	Brassica rapa	A06	12885987	12888783	C
Bra002372	Brassica rapa	A10	10049320	10049646	C
Bra002373	Brassica rapa	A10	10048005	10049069	C
Bra002374	Brassica rapa	A10	10041627	10047461	C
Bra012657	Brassica rapa	A03	22910926	22913523	C
Bra002376	Brassica rapa	A10	10030479	10031126	C
Bra002819	Brassica rapa	A10	7430489	7436511	C
Bra002377	Brassica rapa	A10	10025189	10025875	C
Bra002818	Brassica rapa	A10	7442149	7449332	C
Bra018694	Brassica rapa	A06	2585395	2586393	C
Bra018695	Brassica rapa	A06	2582864	2583590	C
Bra002817	Brassica rapa	A10	7453697	7455752	C
Bra018697	Brassica rapa	A06	2572600	2574100	C
Bra018690	Brassica rapa	A06	2598731	2604949	C
Bra002810	Brassica rapa	A10	7500121	7500511	C
Bra002813	Brassica rapa	A10	7474658	7475313	C
Bra018693	Brassica rapa	A06	2587032	2593911	C
Bra012317	Brassica rapa	A07	10794990	10795679	C
Bra012316	Brassica rapa	A07	10798884	10801078	C
Bra012315	Brassica rapa	A07	10818778	10819620	C
Bra012314	Brassica rapa	A07	10821786	10822742	C
Bra012313	Brassica rapa	A07	10825538	10828060	C
Bra012312	Brassica rapa	A07	10836617	10838757	C
Bra012311	Brassica rapa	A07	10850136	10851439	C
Bra012310	Brassica rapa	A07	10852018	10853529	C
Bra012319	Brassica rapa	A07	10790191	10791516	C
Bra012318	Brassica rapa	A07	10793713	10794090	C
Bra026790	Brassica rapa	A09	35459934	35462519	C
Bra026791	Brassica rapa	A09	35463697	35464850	C
Bra026792	Brassica rapa	A09	35466296	35467200	C
Bra026793	Brassica rapa	A09	35468939	35470760	C
Bra026794	Brassica rapa	A09	35477125	35478012	C
Bra026795	Brassica rapa	A09	35483757	35489209	C
Bra026796	Brassica rapa	A09	35490883	35491777	C
Bra026797	Brassica rapa	A09	35495214	35496019	C
Bra026798	Brassica rapa	A09	35504694	35510305	C
Bra026799	Brassica rapa	A09	35513843	35514695	C
Bra026246	Brassica rapa	A01	10218306	10220327	C
Bra026247	Brassica rapa	A01	10216272	10217919	C
Bra026244	Brassica rapa	A01	10229207	10232615	C
Bra026245	Brassica rapa	A01	10224550	10225424	C
Bra026242	Brassica rapa	A01	10237368	10238674	C
Bra026243	Brassica rapa	A01	10233046	10235947	C
Bra026240	Brassica rapa	A01	10243508	10245138	C
Bra026241	Brassica rapa	A01	10239049	10241168	C
Bra026248	Brassica rapa	A01	10209036	10214843	C
Bra026249	Brassica rapa	A01	10203162	10203882	C
Bra014258	Brassica rapa	A08	2139499	2141264	C
Bra014259	Brassica rapa	A08	2135332	2137028	C
Bra014250	Brassica rapa	A08	2198483	2200754	C
Bra014251	Brassica rapa	A08	2196455	2197792	C
Bra014252	Brassica rapa	A08	2176503	2179952	C
Bra014253	Brassica rapa	A08	2166600	2168873	C
Bra014254	Brassica rapa	A08	2159435	2162578	C
Bra014255	Brassica rapa	A08	2158406	2159071	C
Bra014256	Brassica rapa	A08	2150493	2153813	C
Bra014257	Brassica rapa	A08	2142638	2144836	C
Bra011158	Brassica rapa	A01	3617470	3618480	C
Bra011159	Brassica rapa	A01	3609834	3611201	C
Bra039709	Brassica rapa	A08	6540508	6540828	C
Bra039708	Brassica rapa	A08	6553205	6555085	C
Bra011154	Brassica rapa	A01	3630385	3633025	C
Bra011155	Brassica rapa	A01	3628209	3629464	C
Bra011156	Brassica rapa	A01	3623417	3626827	C
Bra011157	Brassica rapa	A01	3620204	3621862	C
Bra011150	Brassica rapa	A01	3664017	3675336	C
Bra011151	Brassica rapa	A01	3653287	3654168	C
Bra011152	Brassica rapa	A01	3650570	3651846	C
Bra011153	Brassica rapa	A01	3640976	3644466	C
Bra035236	Brassica rapa	A09	16762765	16764507	C
Bra014928	Brassica rapa	A07	7389893	7390453	C
Bra014929	Brassica rapa	A07	7362495	7363646	C
Bra014922	Brassica rapa	A07	7448368	7449155	C
Bra014923	Brassica rapa	A07	7445840	7447193	C
Bra014920	Brassica rapa	A07	7453100	7454038	C
Bra014921	Brassica rapa	A07	7451445	7452665	C
Bra014926	Brassica rapa	A07	7399262	7399568	C
Bra014927	Brassica rapa	A07	7393578	7394798	C
Bra014924	Brassica rapa	A07	7430677	7431093	C
Bra014925	Brassica rapa	A07	7428655	7429074	C
Bra010209	Brassica rapa	A05	14461548	14462984	C
Bra010208	Brassica rapa	A05	14476264	14477990	C
Bra010207	Brassica rapa	A05	14487908	14489221	C
Bra010206	Brassica rapa	A05	14490388	14492249	C
Bra010205	Brassica rapa	A05	14501062	14502012	C
Bra010204	Brassica rapa	A05	14525883	14528237	C
Bra010203	Brassica rapa	A05	14530486	14532095	C
Bra010202	Brassica rapa	A05	14543305	14543454	C
Bra010201	Brassica rapa	A05	14553612	14555981	C
Bra010200	Brassica rapa	A05	14557022	14557411	C
Bra039300	Brassica rapa	A04	18810702	18811481	C
Bra035709	Brassica rapa	A10	4008247	4010573	C
Bra035708	Brassica rapa	A10	3999845	4006222	C
Bra030559	Brassica rapa	A08	20557898	20558443	C
Bra030558	Brassica rapa	A08	20559694	20563939	C
Bra030555	Brassica rapa	A08	20573913	20578205	C
Bra030554	Brassica rapa	A08	20578846	20583177	C
Bra030557	Brassica rapa	A08	20565090	20567014	C
Bra030556	Brassica rapa	A08	20567745	20572756	C
Bra030551	Brassica rapa	A08	20594638	20598056	C
Bra030550	Brassica rapa	A08	20600205	20602987	C
Bra030553	Brassica rapa	A08	20585202	20586367	C
Bra030552	Brassica rapa	A08	20592816	20593547	C
Bra034078	Brassica rapa	A01	25096275	25098552	C
Bra034079	Brassica rapa	A01	25091903	25095843	C
Bra034072	Brassica rapa	A01	25119139	25121069	C
Bra034073	Brassica rapa	A01	25113267	25116886	C
Bra034070	Brassica rapa	A01	25127219	25127878	C
Bra034071	Brassica rapa	A01	25124814	25125428	C
Bra034076	Brassica rapa	A01	25100882	25102596	C
Bra034077	Brassica rapa	A01	25098732	25100162	C
Bra034074	Brassica rapa	A01	25108098	25109751	C
Bra034075	Brassica rapa	A01	25103238	25105121	C
Bra028309	Brassica rapa	A10	4861584	4864369	C
Bra028308	Brassica rapa	A10	4849092	4850745	C
Bra028305	Brassica rapa	A10	4835378	4836762	C
Bra028304	Brassica rapa	A10	4819461	4820030	C
Bra028307	Brassica rapa	A10	4847779	4848492	C
Bra028306	Brassica rapa	A10	4837042	4838045	C
Bra028301	Brassica rapa	A10	4800947	4801801	C
Bra028300	Brassica rapa	A10	4778451	4780734	C
Bra028303	Brassica rapa	A10	4812180	4813524	C
Bra028302	Brassica rapa	A10	4809183	4810742	C
Bra032953	Brassica rapa	A02	21768147	21770040	C
Bra032952	Brassica rapa	A02	21762594	21764296	C
Bra032951	Brassica rapa	A02	21755514	21758199	C
Bra032950	Brassica rapa	A02	21743953	21753155	C
Bra032957	Brassica rapa	A02	21805268	21810180	C
Bra032956	Brassica rapa	A02	21797018	21801228	C
Bra032955	Brassica rapa	A02	21786082	21787614	C
Bra032954	Brassica rapa	A02	21782268	21784649	C
Bra032959	Brassica rapa	A02	21836692	21839336	C
Bra032958	Brassica rapa	A02	21833406	21833807	C
Bra033392	Brassica rapa	A10	2560711	2562291	C
Bra033393	Brassica rapa	A10	2557019	2558097	C
Bra033390	Brassica rapa	A10	2564090	2565434	C
Bra033391	Brassica rapa	A10	2562585	2563883	C
Bra033396	Brassica rapa	A10	2547770	2549121	C
Bra033397	Brassica rapa	A10	2532124	2533499	C
Bra033394	Brassica rapa	A10	2551067	2555478	C
Bra033395	Brassica rapa	A10	2549466	2550857	C
Bra033398	Brassica rapa	A10	2527939	2529029	C
Bra033399	Brassica rapa	A10	2522286	2523146	C
Bra007997	Brassica rapa	A02	11432949	11434061	C
Bra007996	Brassica rapa	A02	11429162	11430912	C
Bra007995	Brassica rapa	A02	11425344	11426168	C
Bra007994	Brassica rapa	A02	11402969	11407400	C
Bra007993	Brassica rapa	A02	11400173	11401976	C
Bra007992	Brassica rapa	A02	11384999	11385352	C
Bra007991	Brassica rapa	A02	11379225	11380953	C
Bra007990	Brassica rapa	A02	11317089	11318965	C
Bra002749	Brassica rapa	A10	7939430	7942227	C
Bra002748	Brassica rapa	A10	7943412	7943949	C
Bra007999	Brassica rapa	A02	11437860	11443027	C
Bra007998	Brassica rapa	A02	11434539	11435360	C
Bra003298	Brassica rapa	A07	15748180	15748896	C
Bra003299	Brassica rapa	A07	15750735	15751844	C
Bra041148	Brassica rapa	Scaffold001099	128	1116	C
Bra041149	Brassica rapa	Scaffold001247	596	976	C
Bra003290	Brassica rapa	A07	15694401	15694954	C
Bra003291	Brassica rapa	A07	15703090	15708424	C
Bra003292	Brassica rapa	A07	15713030	15715797	C
Bra003293	Brassica rapa	A07	15717132	15717977	C
Bra003294	Brassica rapa	A07	15718889	15726954	C
Bra003295	Brassica rapa	A07	15733329	15734964	C
Bra003296	Brassica rapa	A07	15746084	15746269	C
Bra003297	Brassica rapa	A07	15747111	15747356	C
Bra022028	Brassica rapa	A02	18326801	18328487	C
Bra022029	Brassica rapa	A02	18332142	18334449	C
Bra022026	Brassica rapa	A02	18320502	18320927	C
Bra022027	Brassica rapa	A02	18322374	18325884	C
Bra022024	Brassica rapa	A02	18305864	18306343	C
Bra022025	Brassica rapa	A02	18315270	18318383	C
Bra022022	Brassica rapa	A02	18289251	18290366	C
Bra022023	Brassica rapa	A02	18299772	18304640	C
Bra022020	Brassica rapa	A02	18242381	18242722	C
Bra022021	Brassica rapa	A02	18277844	18278083	C
Bra038653	Brassica rapa	A06	15024222	15026119	C
Bra032045	Brassica rapa	A04	11617272	11620958	C
Bra032044	Brassica rapa	A04	11641116	11644599	C
Bra032047	Brassica rapa	A04	11612095	11614055	C
Bra032046	Brassica rapa	A04	11614223	11615232	C
Bra032041	Brassica rapa	A04	11668937	11669988	C
Bra032040	Brassica rapa	A04	11677108	11678633	C
Bra032043	Brassica rapa	A04	11645959	11647520	C
Bra032042	Brassica rapa	A04	11659330	11661682	C
Bra032049	Brassica rapa	A04	11608713	11610137	C
Bra032048	Brassica rapa	A04	11610569	11611327	C
Bra022794	Brassica rapa	A03	7088874	7090157	C
Bra022795	Brassica rapa	A03	7097839	7099351	C
Bra022796	Brassica rapa	A03	7107818	7108744	C
Bra022797	Brassica rapa	A03	7116886	7117684	C
Bra022790	Brassica rapa	A03	7078296	7079258	C
Bra022791	Brassica rapa	A03	7081125	7082168	C
Bra022792	Brassica rapa	A03	7083416	7083946	C
Bra022793	Brassica rapa	A03	7084262	7085749	C
Bra037675	Brassica rapa	A04	18334919	18337131	C
Bra037674	Brassica rapa	A04	18340006	18341312	C
Bra037677	Brassica rapa	A04	18329161	18330548	C
Bra037676	Brassica rapa	A04	18332859	18334333	C
Bra022798	Brassica rapa	A03	7119250	7119933	C
Bra022799	Brassica rapa	A03	7127679	7128741	C
Bra037673	Brassica rapa	A04	18342762	18344668	C
Bra037672	Brassica rapa	A04	18348213	18349670	C
Bra009847	Brassica rapa	A06	18277665	18280263	C
Bra009846	Brassica rapa	A06	18273621	18275184	C
Bra009845	Brassica rapa	A06	18267921	18273414	C
Bra009844	Brassica rapa	A06	18257310	18258032	C
Bra009843	Brassica rapa	A06	18251039	18253226	C
Bra009842	Brassica rapa	A06	18246529	18248080	C
Bra009841	Brassica rapa	A06	18244423	18246167	C
Bra009840	Brassica rapa	A06	18238497	18241725	C
Bra009849	Brassica rapa	A06	18282466	18283069	C
Bra009848	Brassica rapa	A06	18280450	18281584	C
Bra008466	Brassica rapa	A02	14815715	14817947	C
Bra008467	Brassica rapa	A02	14819834	14820718	C
Bra008464	Brassica rapa	A02	14803548	14805688	C
Bra008465	Brassica rapa	A02	14810701	14810992	C
Bra008462	Brassica rapa	A02	14797491	14800120	C
Bra008463	Brassica rapa	A02	14800447	14802574	C
Bra008460	Brassica rapa	A02	14772467	14773261	C
Bra008461	Brassica rapa	A02	14795301	14796704	C
Bra000673	Brassica rapa	A03	12411985	12413004	C
Bra000672	Brassica rapa	A03	12405005	12406514	C
Bra000671	Brassica rapa	A03	12404012	12404713	C
Bra000670	Brassica rapa	A03	12400143	12400523	C
Bra000677	Brassica rapa	A03	12425089	12426147	C
Bra000676	Brassica rapa	A03	12424068	12424436	C
Bra008468	Brassica rapa	A02	14826786	14829378	C
Bra008469	Brassica rapa	A02	14829806	14831254	C
Bra004749	Brassica rapa	A05	1650658	1654221	C
Bra004748	Brassica rapa	A05	1632280	1635921	C
Bra009599	Brassica rapa	A10	16203632	16205296	C
Bra009598	Brassica rapa	A10	16192292	16200279	C
Bra009595	Brassica rapa	A10	16182058	16182453	C
Bra009594	Brassica rapa	A10	16177544	16180351	C
Bra009597	Brassica rapa	A10	16189373	16191740	C
Bra004740	Brassica rapa	A05	1597325	1597798	C
Bra009591	Brassica rapa	A10	16154647	16158225	C
Bra009590	Brassica rapa	A10	16152893	16153219	C
Bra009593	Brassica rapa	A10	16172083	16175949	C
Bra009592	Brassica rapa	A10	16160137	16162353	C
Bra015640	Brassica rapa	A07	24885405	24890906	C
Bra015641	Brassica rapa	A07	24881300	24884309	C
Bra015642	Brassica rapa	A07	24868784	24872937	C
Bra015643	Brassica rapa	A07	24865496	24867562	C
Bra015644	Brassica rapa	A07	24861540	24864353	C
Bra015645	Brassica rapa	A07	24857807	24860571	C
Bra015646	Brassica rapa	A07	24852377	24854251	C
Bra015647	Brassica rapa	A07	24845851	24848379	C
Bra015648	Brassica rapa	A07	24842367	24842890	C
Bra015649	Brassica rapa	A07	24840072	24841941	C
Bra018070	Brassica rapa	A06	9713671	9715476	C
Bra018071	Brassica rapa	A06	9718519	9719141	C
Bra018072	Brassica rapa	A06	9720430	9722991	C
Bra018073	Brassica rapa	A06	9729350	9731197	C
Bra018074	Brassica rapa	A06	9731738	9733287	C
Bra018075	Brassica rapa	A06	9738041	9738416	C
Bra018076	Brassica rapa	A06	9740252	9741348	C
Bra018077	Brassica rapa	A06	9749934	9750617	C
Bra018078	Brassica rapa	A06	9753546	9758160	C
Bra018079	Brassica rapa	A06	9758531	9769328	C
Bra028895	Brassica rapa	A02	148961	149494	C
Bra028894	Brassica rapa	A02	155056	157371	C
Bra028897	Brassica rapa	A02	139210	141042	C
Bra028896	Brassica rapa	A02	145538	147616	C
Bra028891	Brassica rapa	A02	177923	180600	C
Bra028890	Brassica rapa	A02	183722	184372	C
Bra028893	Brassica rapa	A02	158202	159641	C
Bra028892	Brassica rapa	A02	169331	170506	C
Bra028899	Brassica rapa	A02	130665	132119	C
Bra028898	Brassica rapa	A02	133506	135292	C
Bra031098	Brassica rapa	A09	34248060	34248866	C
Bra031097	Brassica rapa	A09	34249748	34250370	C
Bra031096	Brassica rapa	A09	34250965	34251837	C
Bra031095	Brassica rapa	A09	34252230	34252598	C
Bra031094	Brassica rapa	A09	34253011	34253587	C
Bra031093	Brassica rapa	A09	34254254	34254908	C
Bra031092	Brassica rapa	A09	34258695	34260170	C
Bra031091	Brassica rapa	A09	34261661	34265689	C
Bra031090	Brassica rapa	A09	34268286	34269418	C
Bra009339	Brassica rapa	A10	14228821	14230327	C
Bra009338	Brassica rapa	A10	14235005	14235715	C
Bra009331	Brassica rapa	A10	14267663	14268854	C
Bra009330	Brassica rapa	A10	14269656	14275450	C
Bra009333	Brassica rapa	A10	14260300	14263451	C
Bra009332	Brassica rapa	A10	14265030	14266050	C
Bra009335	Brassica rapa	A10	14245144	14245686	C
Bra009334	Brassica rapa	A10	14246123	14247840	C
Bra009337	Brassica rapa	A10	14238804	14240864	C
Bra009336	Brassica rapa	A10	14241839	14243976	C
Bra030942	Brassica rapa	A08	973404	975914	C
Bra030943	Brassica rapa	A08	976496	978442	C
