gene	organism	chromosome	start	end
Bo5g005620	Brassica oleracea	C5	1888696	1889430	C
Bo6g075990	Brassica oleracea	C6	22004163	22005224	C
Bo9g141280	Brassica oleracea	C9	43090126	43090890	C
Bo6g044280	Brassica oleracea	C6	11935102	11936721	C
Bo9g176100	Brassica oleracea	C9	52352053	52353114	C
Bo9g125890	Brassica oleracea	C9	39425213	39426792	C
Bo1g102070	Brassica oleracea	C1	30853760	30855516	C
Bo3g003530	Brassica oleracea	C3	1240391	1242419	C
Bo6g077620	Brassica oleracea	C6	23146224	23148388	C
Bo5g002810	Brassica oleracea	C5	447062	448251	C
Bo5g101080	Brassica oleracea	C5	32404404	32405631	C
Bo9g102330	Brassica oleracea	C9	33071240	33072697	C
Bo01421s010	Brassica oleracea	Scaffold01421	9286	11580	C
Bo3g138540	Brassica oleracea	C3	50288761	50289339	C
Bo3g080080	Brassica oleracea	C3	29576248	29577050	C
Bo8g048340	Brassica oleracea	C8	15763574	15764335	C
Bo4g059670	Brassica oleracea	C4	13153563	13155101	C
Bo3g012980	Brassica oleracea	C3	4399358	4400869	C
Bo3g154190	Brassica oleracea	C3	55327157	55327309	C
Bo1g149000	Brassica oleracea	C1	42041350	42041730	C
Bo5g130340	Brassica oleracea	C5	40307528	40307758	C
Bo3g179650	Brassica oleracea	C3	62502916	62504996	C
Bo2g012430	Brassica oleracea	C2	3601497	3603029	C
Bo9g050900	Brassica oleracea	C9	15547786	15549507	C
Bo9g119170	Brassica oleracea	C9	37889240	37889691	C
Bo7g107410	Brassica oleracea	C7	41992053	41995858	C
Bo9g171650	Brassica oleracea	C9	50612788	50613630	C
Bo8g016610	Brassica oleracea	C8	3611796	3616662	C
Bo2g008820	Brassica oleracea	C2	1687892	1690864	C
Bo19142s010	Brassica oleracea	Scaffold19142	165	356	C
Bo3g041910	Brassica oleracea	C3	17004598	17007757	C
Bo8g065780	Brassica oleracea	C8	20893455	20895190	C
Bo3g013200	Brassica oleracea	C3	4535158	4536486	C
Bo01281s020	Brassica oleracea	Scaffold01281	3106	3636	C
Bo07868s010	Brassica oleracea	Scaffold07868	101	639	C
Bo2g066870	Brassica oleracea	C2	19578262	19580434	C
Bo6g031650	Brassica oleracea	C6	7773828	7774034	C
Bo9g140880	Brassica oleracea	C9	42826767	42827013	C
Bo5g139680	Brassica oleracea	C5	43464174	43466009	C
Bo7g077880	Brassica oleracea	C7	29374052	29374990	C
Bo6g070010	Brassica oleracea	C6	20303047	20303644	C
Bo4g107950	Brassica oleracea	C4	27160080	27161499	C
Bo9g072750	Brassica oleracea	C9	21803433	21804178	C
Bo3g036890	Brassica oleracea	C3	14739604	14741050	C
Bo5g098060	Brassica oleracea	C5	31304304	31309052	C
Bo8g081200	Brassica oleracea	C8	27565789	27566983	C
Bo00883s080	Brassica oleracea	Scaffold00883	39111	39461	C
Bo8g097520	Brassica oleracea	C8	33266989	33267231	C
Bo1g039050	Brassica oleracea	C1	11743654	11747570	C
Bo3g076110	Brassica oleracea	C3	28845748	28848297	C
Bo3g064750	Brassica oleracea	C3	24864931	24866412	C
Bo5g086860	Brassica oleracea	C5	28363257	28364857	C
Bo4g093030	Brassica oleracea	C4	23165749	23166129	C
Bo2g064460	Brassica oleracea	C2	19074152	19076441	C
Bo1g093000	Brassica oleracea	C1	27518443	27518721	C
Bo8g092730	Brassica oleracea	C8	31677535	31680240	C
Bo4g078310	Brassica oleracea	C4	17407149	17408948	C
Bo7g040980	Brassica oleracea	C7	15364470	15364685	C
Bo5g137300	Brassica oleracea	C5	42738563	42740522	C
Bo9g007810	Brassica oleracea	C9	1713681	1713935	C
Bo4g106390	Brassica oleracea	C4	26567255	26569234	C
Bo5g146870	Brassica oleracea	C5	45381902	45382264	C
Bo8g063780	Brassica oleracea	C8	20291224	20291648	C
Bo4g071690	Brassica oleracea	C4	15218822	15220454	C
Bo3g079960	Brassica oleracea	C3	29496102	29496911	C
Bo7g045550	Brassica oleracea	C7	17038475	17038798	C
Bo8g027150	Brassica oleracea	C8	7761703	7763438	C
Bo3g023240	Brassica oleracea	C3	8360389	8361807	C
Bo6g121500	Brassica oleracea	C6	38579714	38581820	C
Bo5g156430	Brassica oleracea	C5	46856535	46859082	C
Bo9g021610	Brassica oleracea	C9	6426160	6428300	C
Bo6g125680	Brassica oleracea	C6	39740984	39742266	C
Bo1g046550	Brassica oleracea	C1	13464109	13466063	C
Bo9g009790	Brassica oleracea	C9	2748504	2752824	C
Bo3g103130	Brassica oleracea	C3	36810143	36810797	C
Bo6g009400	Brassica oleracea	C6	1820722	1821503	C
Bo01347s010	Brassica oleracea	Scaffold01347	1574	4518	C
Bo8g114820	Brassica oleracea	C8	40471972	40473087	C
Bo9g169980	Brassica oleracea	C9	50220968	50222120	C
Bo4g152940	Brassica oleracea	C4	41922551	41923054	C
Bo3g143700	Brassica oleracea	C3	51884817	51885838	C
Bo4g025140	Brassica oleracea	C4	4173552	4173902	C
Bo4g112700	Brassica oleracea	C4	28651132	28652640	C
Bo3g073060	Brassica oleracea	C3	28122779	28124616	C
Bo5g007660	Brassica oleracea	C5	2469338	2475201	C
Bo7g030640	Brassica oleracea	C7	10977687	10978583	C
Bo9g005620	Brassica oleracea	C9	1019074	1024588	C
Bo2g137340	Brassica oleracea	C2	44188023	44191996	C
Bo9g022320	Brassica oleracea	C9	6913913	6916522	C
Bo1g006470	Brassica oleracea	C1	1952891	1953295	C
Bo00763s120	Brassica oleracea	Scaffold00763	71902	75008	C
Bo6g124480	Brassica oleracea	C6	39625386	39625919	C
Bo3g164430	Brassica oleracea	C3	58103347	58103505	C
Bo7g110270	Brassica oleracea	C7	43671584	43673762	C
Bo4g183050	Brassica oleracea	C4	48527130	48528554	C
Bo3g086660	Brassica oleracea	C3	31856810	31858072	C
Bo5g140080	Brassica oleracea	C5	43652151	43654189	C
Bo9g058440	Brassica oleracea	C9	17001190	17001638	C
Bo1g007700	Brassica oleracea	C1	2635088	2636978	C
Bo9g172300	Brassica oleracea	C9	50968915	50969211	C
Bo7g101150	Brassica oleracea	C7	39393728	39393946	C
Bo5g021090	Brassica oleracea	C5	7375559	7376500	C
Bo6g043700	Brassica oleracea	C6	10860925	10861673	C
Bo5g021850	Brassica oleracea	C5	7873074	7876468	C
Bo6g087100	Brassica oleracea	C6	27430725	27431579	C
Bo3g089900	Brassica oleracea	C3	32739297	32739491	C
Bo9g177760	Brassica oleracea	C9	53189091	53191491	C
Bo5g077660	Brassica oleracea	C5	25528021	25533102	C
Bo3g032910	Brassica oleracea	C3	12663882	12665721	C
Bo3g053060	Brassica oleracea	C3	21039711	21040959	C
Bo00767s070	Brassica oleracea	Scaffold00767	67848	71029	C
Bo3g043200	Brassica oleracea	C3	18159311	18163360	C
Bo1g034470	Brassica oleracea	C1	10544174	10545444	C
Bo9g024390	Brassica oleracea	C9	7760018	7761898	C
Bo7g105810	Brassica oleracea	C7	40909455	40911142	C
Bo9g173650	Brassica oleracea	C9	51181334	51182347	C
Bo3g007530	Brassica oleracea	C3	2753262	2754272	C
Bo3g002720	Brassica oleracea	C3	822490	823394	C
Bo2g118140	Brassica oleracea	C2	36612337	36614639	C
Bo1g145050	Brassica oleracea	C1	41445444	41449124	C
Bo9g008910	Brassica oleracea	C9	2295459	2295698	C
Bo1g057350	Brassica oleracea	C1	17270269	17270724	C
Bo2g165630	Brassica oleracea	C2	51641185	51643358	C
Bo7g071390	Brassica oleracea	C7	27242230	27242526	C
Bo1g024280	Brassica oleracea	C1	8932930	8934147	C
Bo4g134540	Brassica oleracea	C4	34510832	34512385	C
Bo6g018320	Brassica oleracea	C6	3796981	3797443	C
Bo8g076460	Brassica oleracea	C8	24561212	24561805	C
Bo8g095380	Brassica oleracea	C8	32592387	32593799	C
Bo9g135710	Brassica oleracea	C9	41815518	41819665	C
Bo9g132980	Brassica oleracea	C9	40502064	40504964	C
Bo3g001260	Brassica oleracea	C3	121941	125417	C
Bo3g002320	Brassica oleracea	C3	614415	616344	C
Bo6g051460	Brassica oleracea	C6	14404733	14405447	C
Bo5g007080	Brassica oleracea	C5	2197209	2198896	C
Bo3g022030	Brassica oleracea	C3	7515147	7517427	C
Bo3g137310	Brassica oleracea	C3	50117951	50119047	C
Bo5g141930	Brassica oleracea	C5	44111221	44112035	C
Bo6g083610	Brassica oleracea	C6	26153141	26153437	C
Bo00886s020	Brassica oleracea	Scaffold00886	10604	11410	C
Bo5g090470	Brassica oleracea	C5	29423028	29424116	C
Bo8g067200	Brassica oleracea	C8	21684554	21684853	C
Bo2g166230	Brassica oleracea	C2	52064226	52068543	C
Bo8g094380	Brassica oleracea	C8	32047955	32049666	C
Bo5g133100	Brassica oleracea	C5	41478565	41479176	C
Bo4g098260	Brassica oleracea	C4	24471027	24471245	C
Bo3g158570	Brassica oleracea	C3	56513801	56516937	C
Bo4g024230	Brassica oleracea	C4	3650683	3655307	C
Bo6g123900	Brassica oleracea	C6	39372975	39376689	C
Bo2g114000	Brassica oleracea	C2	34563584	34563916	C
Bo8g095030	Brassica oleracea	C8	32379293	32380148	C
Bo8g112280	Brassica oleracea	C8	39739553	39740016	C
Bo5g103640	Brassica oleracea	C5	33019115	33019702	C
Bo1g108660	Brassica oleracea	C1	33630931	33631125	C
Bo6g108800	Brassica oleracea	C6	34036682	34036885	C
Bo8g115060	Brassica oleracea	C8	40580569	40581744	C
Bo9g086880	Brassica oleracea	C9	26606457	26607372	C
Bo3g102880	Brassica oleracea	C3	36669342	36673321	C
Bo4g188600	Brassica oleracea	C4	50721462	50725931	C
Bo4g024500	Brassica oleracea	C4	3801382	3801731	C
Bo5g143570	Brassica oleracea	C5	44562007	44564081	C
Bo4g184580	Brassica oleracea	C4	48854735	48854905	C
Bo6g122360	Brassica oleracea	C6	39068247	39069856	C
Bo8g054400	Brassica oleracea	C8	17998576	17998752	C
Bo8g090600	Brassica oleracea	C8	30436841	30437643	C
Bo19904s010	Brassica oleracea	Scaffold19904	22	345	C
Bo3g167350	Brassica oleracea	C3	59179261	59181234	C
Bo1g063960	Brassica oleracea	C1	19345068	19346164	C
Bo4g013310	Brassica oleracea	C4	1756825	1758831	C
Bo6g081620	Brassica oleracea	C6	25368872	25370828	C
Bo5g038570	Brassica oleracea	C5	12074372	12076557	C
Bo1g033170	Brassica oleracea	C1	10329823	10332375	C
Bo9g089620	Brassica oleracea	C9	27530722	27531774	C
Bo3g162100	Brassica oleracea	C3	57036064	57037912	C
Bo9g029540	Brassica oleracea	C9	10446973	10447248	C
Bo2g044550	Brassica oleracea	C2	12011417	12012090	C
Bo7g075220	Brassica oleracea	C7	28069049	28071133	C
Bo2g061130	Brassica oleracea	C2	17807684	17809098	C
Bo4g148330	Brassica oleracea	C4	40255094	40256673	C
Bo2g136120	Brassica oleracea	C2	43020350	43020685	C
Bo6g118440	Brassica oleracea	C6	36925597	36928997	C
Bo9g022570	Brassica oleracea	C9	7116184	7119141	C
Bo3g071570	Brassica oleracea	C3	27727294	27728045	C
Bo5g009950	Brassica oleracea	C5	3699183	3700069	C
Bo3g005390	Brassica oleracea	C3	2090644	2094084	C
Bo9g097390	Brassica oleracea	C9	31654988	31656613	C
Bo8g115390	Brassica oleracea	C8	40728474	40731203	C
Bo3g120870	Brassica oleracea	C3	42808016	42809332	C
Bo9g146950	Brassica oleracea	C9	43650645	43652028	C
Bo7g077570	Brassica oleracea	C7	29210769	29213788	C
Bo8g077730	Brassica oleracea	C8	25700970	25702714	C
Bo4g137890	Brassica oleracea	C4	36718391	36718833	C
Bo3g107630	Brassica oleracea	C3	38111679	38112714	C
Bo9g149790	Brassica oleracea	C9	44410836	44413719	C
Bo7g105100	Brassica oleracea	C7	40469402	40470510	C
Bo7g065210	Brassica oleracea	C7	24825489	24826590	C
Bo8g062490	Brassica oleracea	C8	20118037	20120496	C
Bo4g171920	Brassica oleracea	C4	45698690	45699264	C
Bo8g097890	Brassica oleracea	C8	33427962	33429858	C
Bo5g057190	Brassica oleracea	C5	18335987	18337494	C
Bo9g022090	Brassica oleracea	C9	6753167	6755894	C
Bo1g103670	Brassica oleracea	C1	31616722	31617065	C
Bo3g034980	Brassica oleracea	C3	13475815	13477007	C
Bo3g101280	Brassica oleracea	C3	36285622	36288673	C
Bo3g134660	Brassica oleracea	C3	49537169	49538682	C
Bo8g066550	Brassica oleracea	C8	21367950	21369089	C
Bo9g064210	Brassica oleracea	C9	19361557	19364173	C
Bo2g013930	Brassica oleracea	C2	4458240	4460871	C
Bo6g076500	Brassica oleracea	C6	22403000	22404226	C
Bo00534s180	Brassica oleracea	Scaffold00534	194585	195471	C
Bo5g082410	Brassica oleracea	C5	26635016	26636069	C
Bo5g027180	Brassica oleracea	C5	9369631	9370602	C
Bo3g004370	Brassica oleracea	C3	1617103	1617806	C
Bo9g069420	Brassica oleracea	C9	20618546	20620101	C
Bo4g194400	Brassica oleracea	C4	52359704	52360151	C
Bo3g115080	Brassica oleracea	C3	41118566	41118861	C
Bo3g042770	Brassica oleracea	C3	17769515	17771723	C
Bo3g005020	Brassica oleracea	C3	1911106	1916689	C
Bo3g036290	Brassica oleracea	C3	14308056	14311449	C
Bo4g045500	Brassica oleracea	C4	10473856	10475406	C
Bo8g108660	Brassica oleracea	C8	38778376	38779245	C
Bo5g098800	Brassica oleracea	C5	32102538	32102687	C
Bo8g051140	Brassica oleracea	C8	17085763	17088075	C
Bo4g041210	Brassica oleracea	C4	9325838	9327504	C
Bo9g135610	Brassica oleracea	C9	41727839	41729404	C
Bo6g080570	Brassica oleracea	C6	24584965	24588602	C
Bo4g140470	Brassica oleracea	C4	37911784	37912047	C
Bo1g147340	Brassica oleracea	C1	41629385	41630626	C
Bo1g097880	Brassica oleracea	C1	28386326	28387517	C
Bo4g166610	Brassica oleracea	C4	44715739	44717263	C
Bo6g097080	Brassica oleracea	C6	30512292	30513745	C
Bo8g112750	Brassica oleracea	C8	39999045	40000489	C
Bo7g097940	Brassica oleracea	C7	38185548	38186405	C
Bo8g117500	Brassica oleracea	C8	41305869	41306087	C
Bo6g094260	Brassica oleracea	C6	28904315	28910778	C
Bo6g110610	Brassica oleracea	C6	34654780	34656335	C
Bo1g117390	Brassica oleracea	C1	35196509	35197543	C
Bo1g035790	Brassica oleracea	C1	10765802	10771213	C
Bo27214s010	Brassica oleracea	Scaffold27214	47	250	C
Bo02055s010	Brassica oleracea	Scaffold02055	2339	2599	C
Bo2g038870	Brassica oleracea	C2	10493532	10494087	C
Bo5g127620	Brassica oleracea	C5	39664746	39666563	C
Bo2g108900	Brassica oleracea	C2	32397768	32399008	C
Bo6g027710	Brassica oleracea	C6	6254132	6256141	C
Bo01001s030	Brassica oleracea	Scaffold01001	21650	23920	C
Bo3g024910	Brassica oleracea	C3	9383888	9384621	C
Bo00722s040	Brassica oleracea	Scaffold00722	26176	26756	C
Bo4g130670	Brassica oleracea	C4	33641057	33642220	C
Bo6g088010	Brassica oleracea	C6	27982357	27982590	C
Bo9g156230	Brassica oleracea	C9	46727120	46728761	C
Bo2g006690	Brassica oleracea	C2	1007189	1009312	C
Bo6g013230	Brassica oleracea	C6	2792127	2794357	C
Bo6g069640	Brassica oleracea	C6	19957679	19965106	C
Bo6g120660	Brassica oleracea	C6	38066996	38070907	C
Bo6g044040	Brassica oleracea	C6	11640630	11641710	C
Bo7g115350	Brassica oleracea	C7	45940184	45940741	C
Bo4g065820	Brassica oleracea	C4	14220423	14223988	C
Bo1g016840	Brassica oleracea	C1	5638292	5639224	C
Bo1g150430	Brassica oleracea	C1	42279635	42281337	C
Bo1g157420	Brassica oleracea	C1	43402248	43403423	C
Bo2g132340	Brassica oleracea	C2	41397085	41398594	C
Bo6g094190	Brassica oleracea	C6	28881479	28882806	C
Bo5g067090	Brassica oleracea	C5	21341696	21344959	C
Bo6g092690	Brassica oleracea	C6	28534104	28536169	C
Bo7g096440	Brassica oleracea	C7	37228666	37229699	C
Bo2g127690	Brassica oleracea	C2	39899468	39900991	C
Bo7g064670	Brassica oleracea	C7	24381660	24384266	C
Bo4g173380	Brassica oleracea	C4	46027483	46027817	C
Bo7g113210	Brassica oleracea	C7	44724354	44727509	C
Bo1g151740	Brassica oleracea	C1	42447837	42450241	C
Bo3g058960	Brassica oleracea	C3	22673851	22676238	C
Bo2g095290	Brassica oleracea	C2	26682153	26685580	C
Bo2g055830	Brassica oleracea	C2	16241926	16246457	C
Bo07271s010	Brassica oleracea	Scaffold07271	2	462	C
Bo5g025760	Brassica oleracea	C5	9029430	9033846	C
Bo1g017460	Brassica oleracea	C1	6050339	6051271	C
Bo2g006610	Brassica oleracea	C2	965590	967359	C
Bo00796s030	Brassica oleracea	Scaffold00796	42435	43884	C
Bo3g024310	Brassica oleracea	C3	9052245	9053291	C
Bo3g032130	Brassica oleracea	C3	12114569	12116271	C
Bo5g069520	Brassica oleracea	C5	22060265	22060851	C
Bo6g119470	Brassica oleracea	C6	37416763	37417305	C
Bo8g070170	Brassica oleracea	C8	22907342	22909820	C
Bo1g094340	Brassica oleracea	C1	27791048	27792484	C
Bo8g094810	Brassica oleracea	C8	32284970	32285428	C
Bo28317s010	Brassica oleracea	Scaffold28317	31	213	C
Bo6g120590	Brassica oleracea	C6	38030557	38033094	C
Bo1g016590	Brassica oleracea	C1	5405200	5406753	C
Bo9g069430	Brassica oleracea	C9	20624924	20625658	C
Bo4g030880	Brassica oleracea	C4	6886159	6888452	C
Bo8g068330	Brassica oleracea	C8	22347270	22349683	C
Bo3g100620	Brassica oleracea	C3	35829778	35831292	C
Bo9g028320	Brassica oleracea	C9	9311398	9313540	C
Bo9g010030	Brassica oleracea	C9	2872119	2872797	C
Bo5g104910	Brassica oleracea	C5	33326131	33326565	C
Bo3g073240	Brassica oleracea	C3	28249544	28251357	C
Bo5g048460	Brassica oleracea	C5	15580036	15581676	C
Bo17885s010	Brassica oleracea	Scaffold17885	12	239	C
Bo7g096190	Brassica oleracea	C7	37076253	37077431	C
Bo8g064840	Brassica oleracea	C8	20344950	20346571	C
Bo9g120720	Brassica oleracea	C9	38409782	38411047	C
Bo9g143700	Brassica oleracea	C9	43475709	43478321	C
Bo6g068060	Brassica oleracea	C6	19364229	19367348	C
Bo4g038990	Brassica oleracea	C4	8492353	8494694	C
Bo6g116310	Brassica oleracea	C6	36329078	36332652	C
Bo2g025540	Brassica oleracea	C2	7756897	7763670	C
Bo4g161480	Brassica oleracea	C4	43811446	43813984	C
Bo7g085690	Brassica oleracea	C7	33338582	33340175	C
Bo2g116330	Brassica oleracea	C2	35282486	35283511	C
Bo2g001060	Brassica oleracea	C2	95959	97624	C
Bo3g132960	Brassica oleracea	C3	48580710	48582159	C
Bo7g063580	Brassica oleracea	C7	23575471	23575755	C
Bo4g133320	Brassica oleracea	C4	34279781	34281523	C
Bo4g034640	Brassica oleracea	C4	7426783	7433833	C
Bo00902s080	Brassica oleracea	Scaffold00902	41694	42249	C
Bo6g050970	Brassica oleracea	C6	14027497	14028458	C
Bo2g048110	Brassica oleracea	C2	13592719	13594245	C
Bo8g101210	Brassica oleracea	C8	35472252	35473852	C
Bo8g109040	Brassica oleracea	C8	38985190	38989961	C
Bo2g119440	Brassica oleracea	C2	37109661	37110509	C
Bo2g050540	Brassica oleracea	C2	14152895	14153832	C
Bo4g191550	Brassica oleracea	C4	51856857	51857891	C
Bo1g091830	Brassica oleracea	C1	27293424	27294322	C
Bo4g030770	Brassica oleracea	C4	6816738	6817352	C
Bo1g031940	Brassica oleracea	C1	10162499	10163575	C
Bo4g021650	Brassica oleracea	C4	3184611	3186547	C
Bo8g089690	Brassica oleracea	C8	29809893	29811212	C
Bo3g151360	Brassica oleracea	C3	53857282	53861713	C
Bo9g013710	Brassica oleracea	C9	3898635	3901284	C
Bo8g107320	Brassica oleracea	C8	38126563	38127282	C
Bo4g161150	Brassica oleracea	C4	43530752	43531480	C
Bo1g123690	Brassica oleracea	C1	37055696	37056971	C
Bo5g055750	Brassica oleracea	C5	17879213	17880324	C
Bo3g061670	Brassica oleracea	C3	23613812	23614189	C
Bo5g126280	Brassica oleracea	C5	38789859	38790581	C
Bo2g125770	Brassica oleracea	C2	38827347	38828886	C
Bo1g016330	Brassica oleracea	C1	5279196	5279931	C
Bo8g038310	Brassica oleracea	C8	13543617	13544625	C
Bo5g027020	Brassica oleracea	C5	9288232	9289034	C
Bo1g021710	Brassica oleracea	C1	7784344	7785035	C
Bo4g169360	Brassica oleracea	C4	45325676	45328582	C
Bo5g059690	Brassica oleracea	C5	18746906	18748422	C
Bo8g104590	Brassica oleracea	C8	36688681	36691363	C
Bo7g082470	Brassica oleracea	C7	32527637	32529723	C
Bo3g034470	Brassica oleracea	C3	13086632	13090439	C
Bo2g161740	Brassica oleracea	C2	50991229	50995536	C
Bo8g115830	Brassica oleracea	C8	40962539	40967106	C
Bo4g187760	Brassica oleracea	C4	50328091	50329462	C
Bo3g028110	Brassica oleracea	C3	10719778	10720062	C
Bo7g067160	Brassica oleracea	C7	25916444	25918654	C
Bo9g097470	Brassica oleracea	C9	31832413	31834189	C
Bo1g057490	Brassica oleracea	C1	17388127	17389553	C
Bo8g007240	Brassica oleracea	C8	1426011	1427052	C
Bo2g130150	Brassica oleracea	C2	40414294	40418578	C
Bo7g064580	Brassica oleracea	C7	24325616	24329944	C
Bo6g026280	Brassica oleracea	C6	5856457	5857112	C
Bo3g021430	Brassica oleracea	C3	7192836	7193138	C
Bo9g091130	Brassica oleracea	C9	28096102	28096815	C
Bo3g026420	Brassica oleracea	C3	9684297	9687152	C
Bo7g117240	Brassica oleracea	C7	46884577	46887992	C
Bo2g011310	Brassica oleracea	C2	3020222	3020892	C
Bo3g185830	Brassica oleracea	C3	64955356	64956433	C
Bo1g123520	Brassica oleracea	C1	36888286	36890079	C
Bo1g010650	Brassica oleracea	C1	3645658	3645879	C
Bo2g018170	Brassica oleracea	C2	5254529	5257329	C
Bo4g068030	Brassica oleracea	C4	14436438	14437752	C
Bo5g020840	Brassica oleracea	C5	7231497	7233740	C
Bo3g062090	Brassica oleracea	C3	23823726	23825117	C
Bo7g057800	Brassica oleracea	C7	21081495	21082067	C
Bo9g090840	Brassica oleracea	C9	27851675	27854734	C
Bo3g023490	Brassica oleracea	C3	8507005	8507667	C
Bo9g005940	Brassica oleracea	C9	1193112	1195460	C
Bo01269s020	Brassica oleracea	Scaffold01269	8544	9597	C
Bo4g039640	Brassica oleracea	C4	8940955	8942729	C
Bo1g015020	Brassica oleracea	C1	5087321	5088788	C
Bo1g155110	Brassica oleracea	C1	43228621	43230586	C
Bo2g167960	Brassica oleracea	C2	52638261	52639103	C
Bo4g035110	Brassica oleracea	C4	7752601	7755929	C
Bo1g120540	Brassica oleracea	C1	36176049	36178288	C
Bo7g092630	Brassica oleracea	C7	35358591	35361323	C
Bo8g076810	Brassica oleracea	C8	24871275	24873055	C
Bo8g102740	Brassica oleracea	C8	36236465	36237846	C
Bo4g003430	Brassica oleracea	C4	259624	262232	C
Bo6g108300	Brassica oleracea	C6	33677167	33678684	C
Bo9g006410	Brassica oleracea	C9	1471048	1473412	C
Bo9g169500	Brassica oleracea	C9	49960167	49962327	C
Bo6g064220	Brassica oleracea	C6	16481540	16483793	C
Bo8g099000	Brassica oleracea	C8	34007437	34008455	C
Bo8g069880	Brassica oleracea	C8	22738435	22740540	C
Bo8g100670	Brassica oleracea	C8	35022412	35023137	C
Bo7g003300	Brassica oleracea	C7	267156	268222	C
Bo8g027210	Brassica oleracea	C8	7807034	7807540	C
Bo7g109590	Brassica oleracea	C7	43384920	43387772	C
Bo3g062320	Brassica oleracea	C3	23930785	23932855	C
Bo08892s010	Brassica oleracea	Scaffold08892	3	566	C
Bo8g102110	Brassica oleracea	C8	35955482	35958671	C
Bo8g035530	Brassica oleracea	C8	12601900	12602169	C
Bo1g011300	Brassica oleracea	C1	4004586	4005479	C
Bo9g017840	Brassica oleracea	C9	5306042	5308905	C
Bo1g099930	Brassica oleracea	C1	29626002	29626435	C
Bo4g142060	Brassica oleracea	C4	38374011	38375543	C
Bo8g102290	Brassica oleracea	C8	36007805	36008232	C
Bo3g030000	Brassica oleracea	C3	11301968	11303742	C
Bo8g105240	Brassica oleracea	C8	37032576	37034163	C
Bo3g129840	Brassica oleracea	C3	47271185	47271505	C
Bo7g038750	Brassica oleracea	C7	13840330	13840620	C
Bo7g050630	Brassica oleracea	C7	18844712	18846062	C
Bo6g112560	Brassica oleracea	C6	35240654	35241147	C
Bo4g083500	Brassica oleracea	C4	19566433	19569661	C
Bo00879s010	Brassica oleracea	Scaffold00879	5823	6540	C
Bo6g052600	Brassica oleracea	C6	14483368	14485299	C
Bo2g092360	Brassica oleracea	C2	24816426	24816879	C
Bo5g115270	Brassica oleracea	C5	35291098	35294312	C
Bo1g008280	Brassica oleracea	C1	2893249	2895175	C
Bo7g065320	Brassica oleracea	C7	24952652	24957544	C
Bo8g100580	Brassica oleracea	C8	34951959	34953158	C
Bo9g069800	Brassica oleracea	C9	20827143	20827346	C
Bo3g027770	Brassica oleracea	C3	10518066	10520579	C
Bo5g117240	Brassica oleracea	C5	36006527	36007192	C
Bo3g015660	Brassica oleracea	C3	5308594	5309444	C
Bo3g110780	Brassica oleracea	C3	39406475	39409462	C
Bo7g110730	Brassica oleracea	C7	43962505	43966975	C
Bo4g178040	Brassica oleracea	C4	47284982	47286891	C
Bo8g106530	Brassica oleracea	C8	37667814	37669662	C
Bo2g057830	Brassica oleracea	C2	17270981	17273260	C
Bo4g120110	Brassica oleracea	C4	31097928	31099326	C
Bo6g079190	Brassica oleracea	C6	23592127	23592809	C
Bo7g007210	Brassica oleracea	C7	2251382	2251854	C
Bo9g018990	Brassica oleracea	C9	6075601	6076932	C
Bo7g052670	Brassica oleracea	C7	18895653	18897410	C
Bo7g008350	Brassica oleracea	C7	2417707	2423133	C
Bo9g161750	Brassica oleracea	C9	47690296	47692045	C
Bo7g095360	Brassica oleracea	C7	36561011	36563297	C
Bo1g014370	Brassica oleracea	C1	4610325	4612481	C
Bo4g122980	Brassica oleracea	C4	31828460	31828633	C
Bo3g051090	Brassica oleracea	C3	20329123	20333929	C
Bo7g078010	Brassica oleracea	C7	29423301	29424382	C
Bo1g058820	Brassica oleracea	C1	17856247	17858826	C
Bo7g021590	Brassica oleracea	C7	7813557	7814447	C
Bo1g008130	Brassica oleracea	C1	2830746	2832347	C
Bo2g025270	Brassica oleracea	C2	7571451	7572441	C
Bo7g114290	Brassica oleracea	C7	45347413	45351446	C
Bo7g062480	Brassica oleracea	C7	23463170	23464873	C
Bo9g163660	Brassica oleracea	C9	48249685	48251968	C
Bo8g005940	Brassica oleracea	C8	1295444	1296931	C
Bo3g027480	Brassica oleracea	C3	10279513	10281718	C
Bo7g085900	Brassica oleracea	C7	33529000	33532276	C
Bo6g062100	Brassica oleracea	C6	16289703	16290284	C
Bo6g099920	Brassica oleracea	C6	31893872	31895082	C
Bo4g139910	Brassica oleracea	C4	37386027	37387375	C
Bo3g167160	Brassica oleracea	C3	58969768	58971945	C
Bo6g072670	Brassica oleracea	C6	20914072	20914484	C
Bo6g046580	Brassica oleracea	C6	12365033	12366819	C
Bo9g095720	Brassica oleracea	C9	30243130	30244939	C
Bo8g101980	Brassica oleracea	C8	35894920	35896701	C
Bo9g018660	Brassica oleracea	C9	5824608	5828240	C
Bo7g108640	Brassica oleracea	C7	42822802	42825837	C
Bo6g067550	Brassica oleracea	C6	18904800	18908494	C
Bo1g091580	Brassica oleracea	C1	26972426	26973406	C
Bo01053s010	Brassica oleracea	Scaffold01053	20829	22436	C
Bo5g049400	Brassica oleracea	C5	16802719	16802871	C
Bo9g166250	Brassica oleracea	C9	49219165	49220102	C
Bo00578s070	Brassica oleracea	Scaffold00578	78562	79296	C
Bo3g185170	Brassica oleracea	C3	64572299	64575057	C
